metric,value
best_epoch,10
val_loss,0.292789
val_pixel_accuracy,0.923473
val_mean_iou,0.471475

class_id,gt_pixels,pred_pixels,tp_pixels,union_pixels,iou,status
0,13426,0,0,13426,0.000000,present_in_gt_not_predicted
1,148307,0,0,148307,0.000000,present_in_gt_not_predicted
2,67818,41867,29589,80096,0.369419,present
3,13923779,14143918,13023366,15044331,0.865666,present
4,23519044,23635630,22620447,24534227,0.921996,present
5,71845,0,0,71845,0.000000,present_in_gt_not_predicted
6,137257,90356,83580,144033,0.580284,present
7,4845315,4828998,4406189,5268124,0.836387,present
8,302346,309281,256717,354910,0.723330,present
9,40505,0,0,40505,0.000000,present_in_gt_not_predicted
10,911811,889064,866697,934178,0.927764,present
11,4148624,4103030,3767800,4483854,0.840304,present
12,928096,936927,843368,1021655,0.825492,present
13,6629909,6858073,6147552,7340430,0.837492,present
14,1118808,1141577,1071638,1188747,0.901485,present
15,436338,360359,239007,557690,0.428566,present
16,22,0,0,22,0.000000,present_in_gt_not_predicted
17,4249,0,0,4249,0.000000,present_in_gt_not_predicted
18,338489,393112,276012,455589,0.605836,present
19,2815384,2748016,2255489,3307911,0.681847,present
20,3615,0,0,3615,0.000000,present_in_gt_not_predicted
21,53749,0,0,53749,0.000000,present_in_gt_not_predicted
22,85408,78116,66550,96974,0.686266,present
23,286740,307899,254338,340301,0.747391,present
24,35676,337,263,35750,0.007357,present
