metric,value
best_epoch,10
val_loss,0.235496
val_pixel_accuracy,0.917704
val_mean_iou,0.551531

class_id,gt_pixels,pred_pixels,tp_pixels,union_pixels,iou,status
0,13426,0,0,13426,0.000000,present_in_gt_not_predicted
1,148307,49647,36429,161525,0.225532,present
2,67818,49652,40584,76886,0.527846,present
3,13923779,13770431,12810739,14883471,0.860736,present
4,23519044,24131685,22685726,24965003,0.908701,present
5,71845,24492,16844,79493,0.211893,present
6,137257,126582,106051,157788,0.672111,present
7,4845315,4404050,4067572,5181793,0.784974,present
8,302346,312091,251775,362662,0.694241,present
9,40505,9172,7052,42625,0.165443,present
10,911811,907433,872980,946264,0.922554,present
11,4148624,4241411,3820803,4569232,0.836202,present
12,928096,951375,836548,1042923,0.802119,present
13,6629909,6698253,6052621,7275541,0.831914,present
14,1118808,1146922,1074232,1191498,0.901581,present
15,436338,351091,238999,548430,0.435788,present
16,22,0,0,22,0.000000,present_in_gt_not_predicted
17,4249,2335,1812,4772,0.379715,present
18,338489,343754,256647,425596,0.603030,present
19,2815384,2914032,2309409,3420007,0.675264,present
20,3615,0,0,3615,0.000000,present_in_gt_not_predicted
21,53749,31984,21211,64522,0.328741,present
22,85408,88520,70996,102932,0.689737,present
23,286740,278516,255325,309931,0.823812,present
24,35676,33132,23129,45679,0.506338,present
