metric,value
best_epoch,10
val_loss,1.045990
val_pixel_accuracy,0.903347
val_mean_iou,0.315205

class_id,gt_pixels,pred_pixels,tp_pixels,union_pixels,iou,status
0,13426,0,0,13426,0.000000,present_in_gt_not_predicted
1,148307,0,0,148307,0.000000,present_in_gt_not_predicted
2,67818,47,47,67818,0.000693,present
3,13923779,13888499,12859925,14952353,0.860060,present
4,23519044,23128491,22275853,24371682,0.914006,present
5,71845,0,0,71845,0.000000,present_in_gt_not_predicted
6,137257,0,0,137257,0.000000,present_in_gt_not_predicted
7,4845315,5185911,4493264,5537962,0.811357,present
8,302346,1844,1118,303072,0.003689,present
9,40505,29015,38,69482,0.000547,present
10,911811,991214,883894,1019131,0.867302,present
11,4148624,4325534,3813891,4660267,0.818385,present
12,928096,1117019,820729,1224386,0.670319,present
13,6629909,7605314,6200624,8034599,0.771740,present
14,1118808,1122964,1059438,1182334,0.896056,present
15,436338,15616,15281,436673,0.034994,present
16,22,0,0,22,0.000000,present_in_gt_not_predicted
17,4249,0,0,4249,0.000000,present_in_gt_not_predicted
18,338489,309228,240473,407244,0.590489,present
19,2815384,3145645,2318932,3642097,0.636702,present
20,3615,0,0,3615,0.000000,present_in_gt_not_predicted
21,53749,0,0,53749,0.000000,present_in_gt_not_predicted
22,85408,6,0,85414,0.000000,present_but_no_true_positive
23,286740,0,0,286740,0.000000,present_in_gt_not_predicted
24,35676,213,135,35754,0.003776,present
