metric,value
best_epoch,10
val_loss,0.228961
val_pixel_accuracy,0.919253
val_mean_iou,0.565721

class_id,gt_pixels,pred_pixels,tp_pixels,union_pixels,iou,status
0,13426,0,0,13426,0.000000,present_in_gt_not_predicted
1,148307,52443,39370,161380,0.243958,present
2,67818,57149,44906,80061,0.560897,present
3,13923779,13782533,12823627,14882685,0.861647,present
4,23519044,23990497,22638137,24871404,0.910207,present
5,71845,29451,20375,80921,0.251789,present
6,137257,125768,107448,155577,0.690642,present
7,4845315,4485393,4116855,5213853,0.789599,present
8,302346,307985,254315,356016,0.714336,present
9,40505,11580,9549,42536,0.224492,present
10,911811,912345,877737,946419,0.927430,present
11,4148624,4212918,3819179,4542363,0.840791,present
12,928096,943219,837335,1033980,0.809817,present
13,6629909,6653581,6052329,7231161,0.836979,present
14,1118808,1151035,1077857,1191986,0.904253,present
15,436338,360277,250684,545931,0.459186,present
16,22,0,0,22,0.000000,present_in_gt_not_predicted
17,4249,2410,1893,4766,0.397188,present
18,338489,355500,264624,429365,0.616315,present
19,2815384,3000344,2340309,3475419,0.673389,present
20,3615,0,0,3615,0.000000,present_in_gt_not_predicted
21,53749,31579,22928,62400,0.367436,present
22,85408,89970,71958,103420,0.695784,present
23,286740,275424,255772,306392,0.834787,present
24,35676,35159,24601,46234,0.532098,present
