epoch,train_loss,val_loss,val_pixel_accuracy,val_mean_iou,is_best
1,1.8017514027760344,1.3857094190643742,0.844188188062542,0.3489500908970885,1
2,1.1919897630379837,1.0408221922042713,0.8702760924882235,0.44137214436705763,1
3,0.8915412761496472,0.7816618237328562,0.8791735396250421,0.45734631474263543,1
4,0.688962852906764,0.6346441573121185,0.8958373530556023,0.4933970096798527,1
5,0.5504604232696053,0.5420244253499993,0.8953113170844549,0.5113498107293182,1
6,0.46652939444672126,0.48744593470446357,0.9002895514384253,0.5170326031903317,1
7,0.4267783726151549,0.4719594153870163,0.8947922143127524,0.5244015799017141,1
8,0.3823924826228867,0.4254052481372135,0.9046031679792648,0.5349575757403283,1
9,0.3363641135710233,0.41212159018176403,0.905578498275572,0.5434474546561158,1
10,0.31150285968783725,0.42106093059157296,0.8969244524415377,0.5273306862212015,0
