metric,value
best_epoch,10
val_loss,0.306143
val_pixel_accuracy,0.922620
val_mean_iou,0.457799

class_id,gt_pixels,pred_pixels,tp_pixels,union_pixels,iou,status
0,13426,0,0,13426,0.000000,present_in_gt_not_predicted
1,148307,0,0,148307,0.000000,present_in_gt_not_predicted
2,67818,8701,4190,72329,0.057930,present
3,13923779,14188925,13043114,15069590,0.865525,present
4,23519044,23786384,22674629,24630799,0.920580,present
5,71845,0,0,71845,0.000000,present_in_gt_not_predicted
6,137257,94274,87920,143611,0.612209,present
7,4845315,4872863,4428162,5290016,0.837079,present
8,302346,320569,256315,366600,0.699168,present
9,40505,1,1,40505,0.000025,present
10,911811,943007,887124,967694,0.916740,present
11,4148624,4083800,3752578,4479846,0.837658,present
12,928096,952988,849709,1031375,0.823860,present
13,6629909,6821335,6105642,7345602,0.831197,present
14,1118808,1119925,1065995,1172738,0.908980,present
15,436338,429396,246421,619313,0.397894,present
16,22,0,0,22,0.000000,present_in_gt_not_predicted
17,4249,0,0,4249,0.000000,present_in_gt_not_predicted
18,338489,345963,257601,426851,0.603492,present
19,2815384,2578704,2196436,3197652,0.686890,present
20,3615,0,0,3615,0.000000,present_in_gt_not_predicted
21,53749,105,105,53749,0.001954,present
22,85408,63158,57479,91087,0.631034,present
23,286740,256392,243208,299924,0.810899,present
24,35676,70,66,35680,0.001850,present
