metric,value
best_epoch,10
val_loss,0.229184
val_pixel_accuracy,0.919223
val_mean_iou,0.564987

class_id,gt_pixels,pred_pixels,tp_pixels,union_pixels,iou,status
0,13426,0,0,13426,0.000000,present_in_gt_not_predicted
1,148307,52139,39133,161313,0.242590,present
2,67818,57152,44707,80263,0.557006,present
3,13923779,13765134,12814692,14874221,0.861537,present
4,23519044,23999708,22642585,24876167,0.910212,present
5,71845,28896,20029,80712,0.248154,present
6,137257,125522,107316,155463,0.690299,present
7,4845315,4487392,4117667,5215040,0.789575,present
8,302346,307469,253945,355870,0.713589,present
9,40505,11562,9470,42597,0.222316,present
10,911811,912363,877629,946545,0.927192,present
11,4148624,4215793,3820263,4544154,0.840698,present
12,928096,942489,836864,1033721,0.809565,present
13,6629909,6662467,6056127,7236249,0.836915,present
14,1118808,1150452,1077501,1191759,0.904127,present
15,436338,359715,250290,545763,0.458606,present
16,22,0,0,22,0.000000,present_in_gt_not_predicted
17,4249,2364,1875,4738,0.395737,present
18,338489,354042,264128,428403,0.616541,present
19,2815384,3000307,2340860,3474831,0.673662,present
20,3615,0,0,3615,0.000000,present_in_gt_not_predicted
21,53749,31290,22772,62267,0.365715,present
22,85408,89891,71925,103374,0.695775,present
23,286740,275450,255678,306512,0.834153,present
24,35676,34963,24491,46148,0.530706,present
