metric,value
best_epoch,10
val_loss,0.255044
val_pixel_accuracy,0.917222
val_mean_iou,0.505006

class_id,gt_pixels,pred_pixels,tp_pixels,union_pixels,iou,status
0,13426,0,0,13426,0.000000,present_in_gt_not_predicted
1,148307,35927,30094,154140,0.195238,present
2,67818,55192,41428,81582,0.507808,present
3,13923779,14205492,13039587,15089684,0.864139,present
4,23519044,23849302,22527880,24840466,0.906902,present
5,71845,0,0,71845,0.000000,present_in_gt_not_predicted
6,137257,147780,108987,176050,0.619068,present
7,4845315,4623994,4170268,5299041,0.786985,present
8,302346,315826,248620,369552,0.672761,present
9,40505,3951,2746,41710,0.065836,present
10,911811,919346,873115,958042,0.911354,present
11,4148624,4096029,3757520,4487133,0.837399,present
12,928096,889681,797734,1020043,0.782059,present
13,6629909,6781482,6081330,7330061,0.829642,present
14,1118808,1125685,1065289,1179204,0.903397,present
15,436338,264521,201767,499092,0.404268,present
16,22,0,0,22,0.000000,present_in_gt_not_predicted
17,4249,0,0,4249,0.000000,present_in_gt_not_predicted
18,338489,331920,248660,421749,0.589592,present
19,2815384,2793483,2280169,3328698,0.685003,present
20,3615,0,0,3615,0.000000,present_in_gt_not_predicted
21,53749,22188,14586,61351,0.237747,present
22,85408,85859,67457,103810,0.649812,present
23,286740,292859,253273,326326,0.776135,present
24,35676,26043,17634,44085,0.400000,present
