metric,value
best_epoch,9
val_loss,0.232828
val_pixel_accuracy,0.921909
val_mean_iou,0.563116

class_id,gt_pixels,pred_pixels,tp_pixels,union_pixels,iou,status
0,13426,0,0,13426,0.000000,present_in_gt_not_predicted
1,148307,70065,53429,164943,0.323924,present
2,67818,41114,36414,72518,0.502137,present
3,13923779,13821520,12880779,14864520,0.866545,present
4,23519044,23844726,22603525,24760245,0.912896,present
5,71845,34243,24658,81430,0.302812,present
6,137257,117794,103529,151522,0.683261,present
7,4845315,4567890,4162443,5250762,0.792731,present
8,302346,346813,273575,375584,0.728399,present
9,40505,23775,18035,46245,0.389988,present
10,911811,928028,884438,955401,0.925724,present
11,4148624,4072894,3753852,4467666,0.840227,present
12,928096,925041,835056,1018081,0.820226,present
13,6629909,6951928,6201419,7380418,0.840253,present
14,1118808,1121367,1066703,1173472,0.909014,present
15,436338,378707,266369,548676,0.485476,present
16,22,0,0,22,0.000000,present_in_gt_not_predicted
17,4249,0,0,4249,0.000000,present_in_gt_not_predicted
18,338489,309383,243080,404792,0.600506,present
19,2815384,2834838,2320000,3330222,0.696650,present
20,3615,0,0,3615,0.000000,present_in_gt_not_predicted
21,53749,70264,34680,89333,0.388210,present
22,85408,85600,71372,99636,0.716327,present
23,286740,283293,254245,315788,0.805113,present
24,35676,37277,25810,47143,0.547483,present
