metric,value
best_epoch,10
val_loss,0.226134
val_pixel_accuracy,0.920231
val_mean_iou,0.575275

class_id,gt_pixels,pred_pixels,tp_pixels,union_pixels,iou,status
0,13426,0,0,13426,0.000000,present_in_gt_not_predicted
1,148307,56497,43009,161795,0.265824,present
2,67818,53498,44513,76803,0.579574,present
3,13923779,14015490,12951378,14987891,0.864123,present
4,23519044,23965222,22631527,24852739,0.910625,present
5,71845,34973,24012,82806,0.289979,present
6,137257,126805,109408,154654,0.707437,present
7,4845315,4476478,4114915,5206878,0.790285,present
8,302346,304784,256501,350629,0.731545,present
9,40505,18293,10567,48231,0.219091,present
10,911811,911342,879395,943758,0.931801,present
11,4148624,4137367,3784713,4501278,0.840809,present
12,928096,929541,833367,1024270,0.813620,present
13,6629909,6619802,6022916,7226795,0.833415,present
14,1118808,1139053,1073696,1184165,0.906711,present
15,436338,327882,243169,521051,0.466689,present
16,22,0,0,22,0.000000,present_in_gt_not_predicted
17,4249,2924,2160,5013,0.430880,present
18,338489,380687,275951,443225,0.622598,present
19,2815384,2931024,2331281,3415127,0.682634,present
20,3615,0,0,3615,0.000000,present_in_gt_not_predicted
21,53749,37546,26660,64635,0.412470,present
22,85408,88400,71907,101901,0.705655,present
23,286740,275863,256141,306462,0.835800,present
24,35676,33089,24121,44644,0.540297,present
