1,1.024246
2,0.525113
3,0.423450
4,0.367235
5,0.333974
6,0.316205
7,0.290868
8,0.274504
9,0.266839
10,0.249067
11,0.246308
12,0.231805
13,0.233575
14,0.212902
15,0.211267
16,0.204735
17,0.200485
18,0.186968
19,0.194111
20,0.191521
21,0.174251
22,0.169974
23,0.161445
24,0.156773
25,0.152995
26,0.150271
27,0.150733
28,0.166838
29,0.150881
30,0.140839
