metric,value
best_epoch,10
val_loss,0.231271
val_pixel_accuracy,0.918826
val_mean_iou,0.560672

class_id,gt_pixels,pred_pixels,tp_pixels,union_pixels,iou,status
0,13426,0,0,13426,0.000000,present_in_gt_not_predicted
1,148307,50825,38064,161068,0.236323,present
2,67818,54745,42985,79578,0.540162,present
3,13923779,13741695,12804385,14861089,0.861605,present
4,23519044,24027004,22649633,24896415,0.909755,present
5,71845,28986,20288,80543,0.251890,present
6,137257,126047,106932,156372,0.683831,present
7,4845315,4465643,4105457,5205501,0.788677,present
8,302346,308660,253342,357664,0.708324,present
9,40505,10367,8501,42371,0.200633,present
10,911811,909583,875482,945912,0.925543,present
11,4148624,4228377,3821496,4555505,0.838874,present
12,928096,946813,837606,1037303,0.807484,present
13,6629909,6672236,6054792,7247353,0.835449,present
14,1118808,1150669,1077261,1192216,0.903579,present
15,436338,362065,248349,550054,0.451499,present
16,22,0,0,22,0.000000,present_in_gt_not_predicted
17,4249,2458,1884,4823,0.390628,present
18,338489,353550,262774,429265,0.612149,present
19,2815384,2991873,2341858,3465399,0.675783,present
20,3615,0,0,3615,0.000000,present_in_gt_not_predicted
21,53749,32227,22268,63708,0.349532,present
22,85408,90207,71849,103766,0.692414,present
23,286740,278329,256629,308440,0.832022,present
24,35676,34201,23925,45952,0.520652,present
