metric,value
best_epoch,10
val_loss,0.255059
val_pixel_accuracy,0.912915
val_mean_iou,0.501910

class_id,gt_pixels,pred_pixels,tp_pixels,union_pixels,iou,status
0,13426,0,0,13426,0.000000,present_in_gt_not_predicted
1,148307,40793,29339,159761,0.183643,present
2,67818,29900,25544,72174,0.353922,present
3,13923779,13960510,12839925,15044364,0.853471,present
4,23519044,24206511,22687667,25037888,0.906133,present
5,71845,9612,6946,74511,0.093221,present
6,137257,126231,100336,163152,0.614985,present
7,4845315,4391293,4045923,5190685,0.779458,present
8,302346,305778,237723,370401,0.641799,present
9,40505,2854,2602,40757,0.063842,present
10,911811,909680,866313,955178,0.906965,present
11,4148624,4285101,3814706,4619019,0.825869,present
12,928096,976526,831467,1073155,0.774787,present
13,6629909,6804008,6065167,7368750,0.823093,present
14,1118808,1148219,1067995,1199032,0.890714,present
15,436338,301874,206402,531810,0.388112,present
16,22,0,0,22,0.000000,present_in_gt_not_predicted
17,4249,220,220,4249,0.051777,present
18,338489,330672,245615,423546,0.579902,present
19,2815384,2617945,2138602,3294727,0.649098,present
20,3615,0,0,3615,0.000000,present_in_gt_not_predicted
21,53749,28292,17397,64644,0.269120,present
22,85408,85602,68290,102720,0.664817,present
23,286740,276274,247969,315045,0.787091,present
24,35676,28665,19843,44498,0.445930,present
