metric,value
best_epoch,10
val_loss,0.275084
val_pixel_accuracy,0.913131
val_mean_iou,0.462836

class_id,gt_pixels,pred_pixels,tp_pixels,union_pixels,iou,status
0,13426,0,0,13426,0.000000,present_in_gt_not_predicted
1,148307,9,0,148316,0.000000,present_but_no_true_positive
2,67818,49392,37422,79788,0.469018,present
3,13923779,14312045,13019748,15216076,0.855657,present
4,23519044,24012294,22584293,24947045,0.905289,present
5,71845,0,0,71845,0.000000,present_in_gt_not_predicted
6,137257,138675,102081,173851,0.587175,present
7,4845315,4612625,4155839,5302101,0.783810,present
8,302346,309983,235215,377114,0.623724,present
9,40505,0,0,40505,0.000000,present_in_gt_not_predicted
10,911811,915442,864687,962566,0.898315,present
11,4148624,4028463,3699211,4477876,0.826108,present
12,928096,908706,802588,1034214,0.776037,present
13,6629909,6703579,6022001,7311487,0.823636,present
14,1118808,1115393,1053897,1180304,0.892903,present
15,436338,248277,181145,503470,0.359793,present
16,22,0,0,22,0.000000,present_in_gt_not_predicted
17,4249,0,0,4249,0.000000,present_in_gt_not_predicted
18,338489,316932,238657,416764,0.572643,present
19,2815384,2803300,2259043,3359641,0.672406,present
20,3615,0,0,3615,0.000000,present_in_gt_not_predicted
21,53749,11466,7987,57228,0.139565,present
22,85408,91242,67930,108720,0.624816,present
23,286740,288465,247170,328035,0.753487,present
24,35676,272,233,35715,0.006524,present
