metric,value
best_epoch,10
val_loss,0.242171
val_pixel_accuracy,0.919903
val_mean_iou,0.537868

class_id,gt_pixels,pred_pixels,tp_pixels,union_pixels,iou,status
0,13426,0,0,13426,0.000000,present_in_gt_not_predicted
1,148307,43452,38349,153410,0.249977,present
2,67818,53431,42849,78400,0.546543,present
3,13923779,14008286,12981280,14950785,0.868267,present
4,23519044,23726901,22487301,24758644,0.908261,present
5,71845,14058,12843,73060,0.175787,present
6,137257,137861,112105,163013,0.687706,present
7,4845315,4561166,4147394,5259087,0.788615,present
8,302346,339836,263946,378236,0.697834,present
9,40505,30489,14524,56470,0.257199,present
10,911811,924275,879508,956578,0.919432,present
11,4148624,4175048,3806307,4517365,0.842595,present
12,928096,882207,805282,1005021,0.801259,present
13,6629909,6892620,6148633,7373896,0.833838,present
14,1118808,1126326,1068006,1177128,0.907298,present
15,436338,288435,225507,499266,0.451677,present
16,22,0,0,22,0.000000,present_in_gt_not_predicted
17,4249,0,0,4249,0.000000,present_in_gt_not_predicted
18,338489,325677,247070,417096,0.592358,present
19,2815384,2924846,2355525,3384705,0.695932,present
20,3615,0,0,3615,0.000000,present_in_gt_not_predicted
21,53749,24437,16898,61288,0.275715,present
22,85408,88100,70548,102960,0.685198,present
23,286740,268745,246562,308923,0.798134,present
24,35676,30364,20902,45138,0.463069,present
