1,0.542657
2,0.317558
3,0.279406
4,0.258076
5,0.245896
6,0.233518
7,0.223161
8,0.213699
9,0.206406
10,0.196433
11,0.189535
12,0.185281
13,0.181763
14,0.173879
15,0.169969
16,0.167100
17,0.161877
18,0.160202
19,0.156207
20,0.156703
21,0.153857
22,0.148854
23,0.161280
24,0.147471
25,0.144925
26,0.142146
27,0.140414
28,0.139033
29,0.135095
30,0.136710
