epoch,train_loss,val_loss,val_pixel_accuracy,val_mean_iou,is_best
1,0.5426566907641226,0.325908055376076,0.8944717427763291,0.414820391812331,1
2,0.31755761033589197,0.2706811859662247,0.9084714661055265,0.47572419683724776,1
3,0.27940608197278277,0.25455437522396585,0.9120358370836137,0.5148510659040734,1
4,0.2580761598935445,0.24775213965817705,0.9152402895777254,0.5431028766327786,1
5,0.24589555465541754,0.2366563955555052,0.9170897123149394,0.5525237692403979,1
6,0.23351793665571668,0.2415089098834414,0.9158328974070491,0.552139880721802,0
7,0.22316127144697134,0.23006198704643815,0.9197239009400235,0.5648703784528493,1
8,0.21369897168838664,0.2335764763332793,0.9186857611141487,0.5556083705426119,0
9,0.20640577855892606,0.22358210940380277,0.9212309682032301,0.5687368047671469,1
10,0.196432722530753,0.22460097613998892,0.9209936293426144,0.5768757686838321,1
11,0.18953520436373508,0.23237857226568148,0.9188336255572847,0.5655550708284971,0
12,0.1852805826114021,0.22566403895817086,0.9194061895398722,0.5779897353675494,1
13,0.1817626676446412,0.2401561130785846,0.9176788699739233,0.5689588679868419,0
14,0.17387941664068507,0.2413751648621155,0.9189241021671013,0.5743367840178799,0
15,0.16996938291819366,0.22661651432273525,0.9214510562121467,0.5825443272410555,1
16,0.16710022507735203,0.22463069569374639,0.9225371862645104,0.5961030215888719,1
17,0.16187734500064735,0.22558053826579816,0.9221935164398973,0.5913548612984233,0
18,0.16020160916473694,0.23334463040969894,0.9213140351615074,0.5862176156342571,0
19,0.15620731276277736,0.23162842193971894,0.9214333289083529,0.5853750149457171,0
20,0.15670281882124132,0.22842007171498013,0.9221467091289536,0.5935120730529226,0
21,0.1538572889510304,0.22449445090736708,0.9248553392864653,0.5977310005573864,1
22,0.1488540585239862,0.22820540436344225,0.9222103565570323,0.5891426161080786,0
23,0.1612796988275601,0.22882966276052663,0.9232536223502692,0.5969347168946663,0
24,0.14747139522912284,0.23707186975196745,0.9229546733050135,0.5950437902947113,0
25,0.1449254265589929,0.23070384301295352,0.9237432343802574,0.5965708213964676,0
26,0.14214616364573343,0.2277899937024829,0.9239583278568725,0.6008533975922482,1
27,0.14041413483037674,0.2342878768012469,0.9229018856988139,0.6000792036958199,0
28,0.1390325780494468,0.23284944298289825,0.9247233620562753,0.604921284876748,1
29,0.13509455303177387,0.23544380939183293,0.9235834422053751,0.6047575261962261,0
30,0.13670968533404015,0.23404433388729276,0.9246603718034994,0.6117826123645792,1
