metric,value
best_epoch,9
val_loss,0.233769
val_pixel_accuracy,0.921921
val_mean_iou,0.559030

class_id,gt_pixels,pred_pixels,tp_pixels,union_pixels,iou,status
0,13426,0,0,13426,0.000000,present_in_gt_not_predicted
1,148307,68944,50968,166283,0.306514,present
2,67818,48132,40533,75417,0.537452,present
3,13923779,13705478,12813814,14815443,0.864896,present
4,23519044,23886373,22629459,24775958,0.913364,present
5,71845,34126,24481,81490,0.300417,present
6,137257,124568,106157,155668,0.681945,present
7,4845315,4572668,4168330,5249653,0.794020,present
8,302346,329812,267518,364640,0.733650,present
9,40505,26477,14488,52494,0.275993,present
10,911811,941388,885365,967834,0.914790,present
11,4148624,4206990,3813879,4541735,0.839741,present
12,928096,935476,840125,1023447,0.820878,present
13,6629909,6981494,6205706,7405697,0.837964,present
14,1118808,1114073,1064426,1168455,0.910969,present
15,436338,348925,254136,531127,0.478484,present
16,22,0,0,22,0.000000,present_in_gt_not_predicted
17,4249,0,0,4249,0.000000,present_in_gt_not_predicted
18,338489,321247,253325,406411,0.623322,present
19,2815384,2791358,2312871,3293871,0.702174,present
20,3615,0,0,3615,0.000000,present_in_gt_not_predicted
21,53749,40087,26748,67088,0.398700,present
22,85408,86163,71561,100010,0.715538,present
23,286740,269216,246304,309652,0.795422,present
24,35676,33565,23971,45270,0.529512,present
