metric,value
best_epoch,9
val_loss,0.235776
val_pixel_accuracy,0.921287
val_mean_iou,0.549160

class_id,gt_pixels,pred_pixels,tp_pixels,union_pixels,iou,status
0,13426,0,0,13426,0.000000,present_in_gt_not_predicted
1,148307,67918,51144,165081,0.309812,present
2,67818,42743,36876,73685,0.500455,present
3,13923779,13945108,12946764,14922123,0.867622,present
4,23519044,23814392,22578274,24755162,0.912063,present
5,71845,26030,20710,77165,0.268386,present
6,137257,123005,104129,156133,0.666925,present
7,4845315,4624679,4184769,5285225,0.791786,present
8,302346,317805,259506,360645,0.719561,present
9,40505,29735,14171,56069,0.252742,present
10,911811,937697,883085,966423,0.913767,present
11,4148624,4189945,3798629,4539940,0.836713,present
12,928096,950306,842361,1036041,0.813058,present
13,6629909,6784472,6124801,7289580,0.840213,present
14,1118808,1117630,1064162,1172276,0.907774,present
15,436338,363756,260796,539298,0.483584,present
16,22,0,0,22,0.000000,present_in_gt_not_predicted
17,4249,0,0,4249,0.000000,present_in_gt_not_predicted
18,338489,332635,254333,416791,0.610217,present
19,2815384,2760154,2290625,3284913,0.697317,present
20,3615,0,0,3615,0.000000,present_in_gt_not_predicted
21,53749,59913,29750,83912,0.354538,present
22,85408,86733,70950,101191,0.701149,present
23,286740,258176,236062,308854,0.764316,present
24,35676,33728,23653,45751,0.516994,present
