metric,value
best_epoch,10
val_loss,0.267933
val_pixel_accuracy,0.909641
val_mean_iou,0.478109

class_id,gt_pixels,pred_pixels,tp_pixels,union_pixels,iou,status
0,13426,0,0,13426,0.000000,present_in_gt_not_predicted
1,148307,30041,22366,155982,0.143388,present
2,67818,20160,17080,70898,0.240909,present
3,13923779,14079634,12843259,15160154,0.847172,present
4,23519044,24201217,22661292,25058969,0.904319,present
5,71845,4247,3223,72869,0.044230,present
6,137257,123955,96357,164855,0.584495,present
7,4845315,4401800,4045183,5201932,0.777631,present
8,302346,302191,230737,373800,0.617274,present
9,40505,725,677,40553,0.016694,present
10,911811,916558,863819,964550,0.895567,present
11,4148624,4277033,3799202,4626455,0.821191,present
12,928096,973448,823325,1078219,0.763597,present
13,6629909,6870545,6075572,7424882,0.818272,present
14,1118808,1146010,1062478,1202340,0.883675,present
15,436338,271599,186193,521744,0.356867,present
16,22,0,0,22,0.000000,present_in_gt_not_predicted
17,4249,0,0,4249,0.000000,present_in_gt_not_predicted
18,338489,327091,240317,425263,0.565102,present
19,2815384,2506456,2051995,3269845,0.627551,present
20,3615,0,0,3615,0.000000,present_in_gt_not_predicted
21,53749,22700,14179,62270,0.227702,present
22,85408,86528,67620,104316,0.648223,present
23,286740,278499,243881,321358,0.758908,present
24,35676,26123,17969,43830,0.409970,present
