metric,value
best_epoch,9
val_loss,0.231284
val_pixel_accuracy,0.923152
val_mean_iou,0.563251

class_id,gt_pixels,pred_pixels,tp_pixels,union_pixels,iou,status
0,13426,0,0,13426,0.000000,present_in_gt_not_predicted
1,148307,57076,47591,157792,0.301606,present
2,67818,51028,41114,77732,0.528920,present
3,13923779,13856371,12930329,14849821,0.870740,present
4,23519044,23913909,22641632,24791321,0.913289,present
5,71845,32211,23646,80410,0.294068,present
6,137257,130762,110274,157745,0.699065,present
7,4845315,4551796,4153192,5243919,0.792002,present
8,302346,330207,267613,364940,0.733307,present
9,40505,20366,16373,44498,0.367949,present
10,911811,941605,888757,964659,0.921317,present
11,4148624,4230595,3831969,4547250,0.842700,present
12,928096,935715,841713,1022098,0.823515,present
13,6629909,6847734,6160125,7317518,0.841833,present
14,1118808,1116122,1064470,1170460,0.909446,present
15,436338,384600,269578,551360,0.488933,present
16,22,0,0,22,0.000000,present_in_gt_not_predicted
17,4249,0,0,4249,0.000000,present_in_gt_not_predicted
18,338489,341872,260286,420075,0.619618,present
19,2815384,2712852,2282452,3245784,0.703205,present
20,3615,0,0,3615,0.000000,present_in_gt_not_predicted
21,53749,47849,28106,73492,0.382436,present
22,85408,84413,71005,98816,0.718558,present
23,286740,243409,233659,296490,0.788084,present
24,35676,36068,25178,46566,0.540695,present
