metric,value
best_epoch,10
val_loss,0.971661
val_pixel_accuracy,0.903969
val_mean_iou,0.316641

class_id,gt_pixels,pred_pixels,tp_pixels,union_pixels,iou,status
0,13426,0,0,13426,0.000000,present_in_gt_not_predicted
1,148307,0,0,148307,0.000000,present_in_gt_not_predicted
2,67818,30,28,67820,0.000413,present
3,13923779,13948200,12894837,14977142,0.860968,present
4,23519044,23177714,22314409,24382349,0.915187,present
5,71845,0,0,71845,0.000000,present_in_gt_not_predicted
6,137257,0,0,137257,0.000000,present_in_gt_not_predicted
7,4845315,5135666,4483056,5497925,0.815409,present
8,302346,2177,1337,303186,0.004410,present
9,40505,18072,1,58576,0.000017,present
10,911811,988987,885102,1015696,0.871424,present
11,4148624,4319236,3810359,4657501,0.818112,present
12,928096,1101065,824033,1205128,0.683772,present
13,6629909,7554998,6174809,8010098,0.770878,present
14,1118808,1119597,1057184,1181221,0.894993,present
15,436338,23610,22419,437529,0.051240,present
16,22,0,0,22,0.000000,present_in_gt_not_predicted
17,4249,0,0,4249,0.000000,present_in_gt_not_predicted
18,338489,312632,242370,408751,0.592953,present
19,2815384,3164314,2311291,3668407,0.630053,present
20,3615,0,0,3615,0.000000,present_in_gt_not_predicted
21,53749,0,0,53749,0.000000,present_in_gt_not_predicted
22,85408,0,0,85408,0.000000,present_in_gt_not_predicted
23,286740,0,0,286740,0.000000,present_in_gt_not_predicted
24,35676,262,221,35717,0.006188,present
