metric,value
best_epoch,10
val_loss,1.266706
val_pixel_accuracy,0.903314
val_mean_iou,0.341428

class_id,gt_pixels,pred_pixels,tp_pixels,union_pixels,iou,status
0,13426,0,0,13426,0.000000,present_in_gt_not_predicted
1,148307,0,0,148307,0.000000,present_in_gt_not_predicted
2,67818,0,0,67818,0.000000,present_in_gt_not_predicted
3,13923779,13849252,12806203,14966828,0.855639,present
4,23519044,22954655,22137181,24336518,0.909628,present
5,71845,0,0,71845,0.000000,present_in_gt_not_predicted
6,137257,0,0,137257,0.000000,present_in_gt_not_predicted
7,4845315,5249400,4504290,5590425,0.805715,present
8,302346,8707,6745,304308,0.022165,present
9,40505,29043,537,69011,0.007781,present
10,911811,1002700,881209,1033302,0.852809,present
11,4148624,4347805,3803180,4693249,0.810351,present
12,928096,967919,812331,1083684,0.749601,present
13,6629909,7582096,6197797,8014208,0.773351,present
14,1118808,1126142,1058720,1186230,0.892508,present
15,436338,0,0,436338,0.000000,present_in_gt_not_predicted
16,22,1,0,23,0.000000,present_but_no_true_positive
17,4249,0,0,4249,0.000000,present_in_gt_not_predicted
18,338489,308837,238788,408538,0.584494,present
19,2815384,3212659,2334415,3693628,0.632011,present
20,3615,0,0,3615,0.000000,present_in_gt_not_predicted
21,53749,23,0,53772,0.000000,present_but_no_true_positive
22,85408,12,0,85420,0.000000,present_but_no_true_positive
23,286740,227012,200174,313578,0.638355,present
24,35676,297,46,35927,0.001280,present
