metric,value
best_epoch,10
val_loss,0.291615
val_pixel_accuracy,0.919845
val_mean_iou,0.477207

class_id,gt_pixels,pred_pixels,tp_pixels,union_pixels,iou,status
0,13426,0,0,13426,0.000000,present_in_gt_not_predicted
1,148307,12684,10358,150633,0.068763,present
2,67818,59201,37730,89289,0.422560,present
3,13923779,13677353,12787011,14814121,0.863164,present
4,23519044,23671968,22554063,24636949,0.915457,present
5,71845,0,0,71845,0.000000,present_in_gt_not_predicted
6,137257,106139,95986,147410,0.651150,present
7,4845315,4756743,4368101,5233957,0.834570,present
8,302346,285202,250428,337120,0.742845,present
9,40505,6,5,40506,0.000123,present
10,911811,936093,887770,960134,0.924631,present
11,4148624,4164999,3778387,4535236,0.833118,present
12,928096,951676,846601,1033171,0.819420,present
13,6629909,7045409,6149762,7525556,0.817184,present
14,1118808,1132619,1066524,1184903,0.900094,present
15,436338,381105,235835,581608,0.405488,present
16,22,0,0,22,0.000000,present_in_gt_not_predicted
17,4249,0,0,4249,0.000000,present_in_gt_not_predicted
18,338489,377396,267569,448316,0.596831,present
19,2815384,2926552,2332267,3409669,0.684016,present
20,3615,0,0,3615,0.000000,present_in_gt_not_predicted
21,53749,741,726,53764,0.013503,present
22,85408,95735,73823,107320,0.687877,present
23,286740,284925,244849,326816,0.749195,present
24,35676,14,7,35683,0.000196,present
