metric,value
best_epoch,10
val_loss,0.271696
val_pixel_accuracy,0.923300
val_mean_iou,0.484867

class_id,gt_pixels,pred_pixels,tp_pixels,union_pixels,iou,status
0,13426,0,0,13426,0.000000,present_in_gt_not_predicted
1,148307,38667,25888,161086,0.160709,present
2,67818,59347,35083,92082,0.380997,present
3,13923779,13772129,12857040,14838868,0.866443,present
4,23519044,23717913,22612670,24624287,0.918308,present
5,71845,0,0,71845,0.000000,present_in_gt_not_predicted
6,137257,108630,97816,148071,0.660602,present
7,4845315,4901011,4438078,5308248,0.836072,present
8,302346,282515,249287,335574,0.742867,present
9,40505,15,14,40506,0.000346,present
10,911811,915028,879706,947133,0.928809,present
11,4148624,4146419,3794802,4500241,0.843244,present
12,928096,969655,856523,1041228,0.822608,present
13,6629909,7036925,6200672,7466162,0.830503,present
14,1118808,1134086,1071141,1181753,0.906400,present
15,436338,416486,262414,590410,0.444461,present
16,22,0,0,22,0.000000,present_in_gt_not_predicted
17,4249,0,0,4249,0.000000,present_in_gt_not_predicted
18,338489,324105,254563,408031,0.623882,present
19,2815384,2640272,2237387,3218269,0.695214,present
20,3615,0,0,3615,0.000000,present_in_gt_not_predicted
21,53749,3140,2712,54177,0.050058,present
22,85408,93620,72739,106289,0.684351,present
23,286740,306597,249532,343805,0.725795,present
24,35676,0,0,35676,0.000000,present_in_gt_not_predicted
