metric,value
best_epoch,10
val_loss,0.751133
val_pixel_accuracy,0.908226
val_mean_iou,0.326024

class_id,gt_pixels,pred_pixels,tp_pixels,union_pixels,iou,status
0,13426,0,0,13426,0.000000,present_in_gt_not_predicted
1,148307,0,0,148307,0.000000,present_in_gt_not_predicted
2,67818,63,49,67832,0.000722,present
3,13923779,14026265,12957788,14992256,0.864299,present
4,23519044,23528211,22538524,24508731,0.919612,present
5,71845,0,0,71845,0.000000,present_in_gt_not_predicted
6,137257,0,0,137257,0.000000,present_in_gt_not_predicted
7,4845315,4947396,4426628,5366083,0.824927,present
8,302346,11491,8867,304970,0.029075,present
9,40505,107,0,40612,0.000000,present_but_no_true_positive
10,911811,950963,880319,982455,0.896040,present
11,4148624,4318532,3829074,4638082,0.825573,present
12,928096,957151,827880,1057367,0.782964,present
13,6629909,7488075,6169859,7948125,0.776266,present
14,1118808,1112655,1059431,1172032,0.903927,present
15,436338,56850,45081,448107,0.100603,present
16,22,0,0,22,0.000000,present_in_gt_not_predicted
17,4249,0,0,4249,0.000000,present_in_gt_not_predicted
18,338489,299620,238179,399930,0.595552,present
19,2815384,3166744,2296992,3685136,0.623313,present
20,3615,0,0,3615,0.000000,present_in_gt_not_predicted
21,53749,0,0,53749,0.000000,present_in_gt_not_predicted
22,85408,0,0,85408,0.000000,present_in_gt_not_predicted
23,286740,2395,1889,287246,0.006576,present
24,35676,42,41,35677,0.001149,present
