epoch,train_loss,val_loss,val_pixel_accuracy,val_mean_iou,is_best
1,2.2302019535172444,1.8702782899502308,0.8673357094601699,0.2737274556325795,1
2,1.8051048977389461,1.654501345565149,0.886267434860784,0.2961296795540532,1
3,1.5986158734772458,1.4657348322194486,0.8931656561501093,0.30566500768755456,1
4,1.4101004398502435,1.2983222140919313,0.8987099977393169,0.31271048300771925,1
5,1.2459588242442958,1.1505880513069286,0.8997792548157806,0.31102124588047453,0
6,1.099471744147418,1.0294016432794235,0.9036161728213324,0.31479263580591843,1
7,0.9643156688006516,0.8877734233039867,0.9041676414766991,0.3166980223415436,1
8,0.8398845064696162,0.7971406441036496,0.9075477240704912,0.32036313872895483,1
9,0.7438218706232955,0.708295801125497,0.9075565137901666,0.3208595628446055,1
10,0.6591908746544916,0.6453624670951555,0.9120454482724175,0.34539465836596356,1
