metric,value
best_epoch,10
val_loss,0.645362
val_pixel_accuracy,0.912045
val_mean_iou,0.345395

class_id,gt_pixels,pred_pixels,tp_pixels,union_pixels,iou,status
0,13426,0,0,13426,0.000000,present_in_gt_not_predicted
1,148307,0,0,148307,0.000000,present_in_gt_not_predicted
2,67818,1,1,67818,0.000015,present
3,13923779,14215401,13057764,15081416,0.865818,present
4,23519044,23584280,22571722,24531602,0.920108,present
5,71845,0,0,71845,0.000000,present_in_gt_not_predicted
6,137257,0,0,137257,0.000000,present_in_gt_not_predicted
7,4845315,4937775,4427556,5355534,0.826725,present
8,302346,166568,154163,314751,0.489794,present
9,40505,1447,0,41952,0.000000,present_but_no_true_positive
10,911811,956952,880795,987968,0.891522,present
11,4148624,4259811,3788045,4620390,0.819854,present
12,928096,1186976,835010,1280062,0.652320,present
13,6629909,7214294,6158331,7685872,0.801253,present
14,1118808,1121874,1063995,1176687,0.904229,present
15,436338,111631,89229,458740,0.194509,present
16,22,0,0,22,0.000000,present_in_gt_not_predicted
17,4249,0,0,4249,0.000000,present_in_gt_not_predicted
18,338489,300687,240488,398688,0.603198,present
19,2815384,2808836,2245945,3378275,0.664820,present
20,3615,0,0,3615,0.000000,present_in_gt_not_predicted
21,53749,0,0,53749,0.000000,present_in_gt_not_predicted
22,85408,0,0,85408,0.000000,present_in_gt_not_predicted
23,286740,1,0,286741,0.000000,present_but_no_true_positive
24,35676,26,25,35677,0.000701,present
