metric,value
best_epoch,9
val_loss,0.236180
val_pixel_accuracy,0.921349
val_mean_iou,0.551628

class_id,gt_pixels,pred_pixels,tp_pixels,union_pixels,iou,status
0,13426,0,0,13426,0.000000,present_in_gt_not_predicted
1,148307,62918,46253,164972,0.280369,present
2,67818,46285,39633,74470,0.532201,present
3,13923779,13980771,12965239,14939311,0.867861,present
4,23519044,23857943,22597987,24779000,0.911981,present
5,71845,26927,21069,77703,0.271148,present
6,137257,130229,108900,158586,0.686694,present
7,4845315,4591337,4168821,5267831,0.791373,present
8,302346,326466,262573,366239,0.716944,present
9,40505,15738,12520,43723,0.286348,present
10,911811,935026,884565,962272,0.919246,present
11,4148624,4213263,3807310,4554577,0.835931,present
12,928096,939031,838703,1028424,0.815523,present
13,6629909,6725687,6098536,7257060,0.840359,present
14,1118808,1120179,1065359,1173628,0.907748,present
15,436338,348111,253516,530933,0.477492,present
16,22,0,0,22,0.000000,present_in_gt_not_predicted
17,4249,0,0,4249,0.000000,present_in_gt_not_predicted
18,338489,343379,259673,422195,0.615055,present
19,2815384,2775070,2288038,3302416,0.692838,present
20,3615,0,0,3615,0.000000,present_in_gt_not_predicted
21,53749,39805,25066,68488,0.365991,present
22,85408,94739,73802,106345,0.693987,present
23,286740,258128,237811,307057,0.774485,present
24,35676,35528,23959,47245,0.507122,present
