metric,value
best_epoch,10
val_loss,0.247146
val_pixel_accuracy,0.918840
val_mean_iou,0.523883

class_id,gt_pixels,pred_pixels,tp_pixels,union_pixels,iou,status
0,13426,0,0,13426,0.000000,present_in_gt_not_predicted
1,148307,40357,36121,152543,0.236792,present
2,67818,52413,39563,80668,0.490442,present
3,13923779,14151983,13041894,15033868,0.867501,present
4,23519044,23623906,22424526,24718424,0.907199,present
5,71845,2731,2685,71891,0.037348,present
6,137257,145915,113832,169340,0.672210,present
7,4845315,4661682,4192750,5314247,0.788964,present
8,302346,333402,260076,375672,0.692295,present
9,40505,33329,12515,61319,0.204097,present
10,911811,912978,872853,951936,0.916924,present
11,4148624,4169761,3801387,4516998,0.841574,present
12,928096,887765,801255,1014606,0.789720,present
13,6629909,6823110,6112654,7340365,0.832745,present
14,1118808,1113612,1060974,1171446,0.905696,present
15,436338,283802,220114,500026,0.440205,present
16,22,0,0,22,0.000000,present_in_gt_not_predicted
17,4249,0,0,4249,0.000000,present_in_gt_not_predicted
18,338489,325652,244787,419354,0.583724,present
19,2815384,2878548,2329701,3364231,0.692491,present
20,3615,0,0,3615,0.000000,present_in_gt_not_predicted
21,53749,25924,17423,62250,0.279888,present
22,85408,89192,70381,104219,0.675318,present
23,286740,280311,250714,316337,0.792554,present
24,35676,30187,20421,45442,0.449386,present
