metric,value
best_epoch,10
val_loss,0.476431
val_pixel_accuracy,0.914537
val_mean_iou,0.363242

class_id,gt_pixels,pred_pixels,tp_pixels,union_pixels,iou,status
0,13426,0,0,13426,0.000000,present_in_gt_not_predicted
1,148307,0,0,148307,0.000000,present_in_gt_not_predicted
2,67818,0,0,67818,0.000000,present_in_gt_not_predicted
3,13923779,14147341,13034610,15036510,0.866864,present
4,23519044,23617775,22584435,24552384,0.919847,present
5,71845,0,0,71845,0.000000,present_in_gt_not_predicted
6,137257,0,0,137257,0.000000,present_in_gt_not_predicted
7,4845315,4887923,4415499,5317739,0.830334,present
8,302346,262887,222954,342279,0.651381,present
9,40505,0,0,40505,0.000000,present_in_gt_not_predicted
10,911811,940835,881385,971261,0.907465,present
11,4148624,4322756,3808734,4662646,0.816861,present
12,928096,1039213,845987,1121322,0.754455,present
13,6629909,6922721,6103006,7449624,0.819237,present
14,1118808,1128377,1063559,1183626,0.898560,present
15,436338,245467,157895,523910,0.301378,present
16,22,0,0,22,0.000000,present_in_gt_not_predicted
17,4249,0,0,4249,0.000000,present_in_gt_not_predicted
18,338489,338153,254148,422494,0.601542,present
19,2815384,2991942,2275027,3532299,0.644064,present
20,3615,0,0,3615,0.000000,present_in_gt_not_predicted
21,53749,0,0,53749,0.000000,present_in_gt_not_predicted
22,85408,1006,911,85503,0.010655,present
23,286740,20108,16541,290307,0.056978,present
24,35676,56,51,35681,0.001429,present
