epoch,train_loss,val_loss,val_pixel_accuracy,val_mean_iou,is_best
1,2.3643802687395477,1.9776654500178341,0.8481237645104307,0.2508868375444412,1
2,1.9447039227078404,1.8130437875339513,0.8769092585485363,0.28511921720308286,1
3,1.7897797306672631,1.6823656225268646,0.8836218278148132,0.2962767919781851,1
4,1.6594191359928492,1.5646409924226046,0.892224466110784,0.30787003724557865,1
5,1.5432533655057599,1.453646823342684,0.8957691054004038,0.3109904326357854,1
6,1.4262081254787227,1.3620424569054215,0.8982341699613056,0.3134901722163537,1
7,1.322228524134956,1.2572693840812386,0.8997631211620962,0.31398836556527504,1
8,1.2246897550100597,1.175894373037613,0.9011864807211053,0.3127837389124628,0
9,1.1353527431770227,1.090909307128167,0.900777881976573,0.31373112058024555,0
10,1.0506450513424133,1.0217163095884978,0.9027640628943052,0.3157261045157424,1
