epoch,train_loss,val_loss,val_pixel_accuracy,val_mean_iou,is_best
1,0.7753774325320123,0.41983186901819014,0.8768505399352288,0.3486383314613723,1
2,0.4093840021612505,0.3379180232015304,0.8933772173094717,0.395203191452737,1
3,0.3465646137185921,0.30346312661671543,0.9010081069145357,0.4358695586293723,1
4,0.3127348314176571,0.2834257199899024,0.9055554807105906,0.465480662294363,1
5,0.2958914538358151,0.26986263878894207,0.9091335045055938,0.4832067293556208,1
6,0.2805045869279084,0.2655170160379577,0.9100462881424546,0.4937812476211461,1
7,0.268534512810845,0.25657518218054587,0.9126143156439267,0.5117354660435529,1
8,0.25851995879239337,0.25216826539822573,0.9139950902433126,0.5238735507317775,1
9,0.2504771819993322,0.24808495486729237,0.9144358577189182,0.5360799424099988,1
10,0.24277338565959172,0.23941711164900625,0.9167430030545508,0.5432771187837769,1
