metric,value
best_epoch,10
val_loss,0.239417
val_pixel_accuracy,0.916743
val_mean_iou,0.543277

class_id,gt_pixels,pred_pixels,tp_pixels,union_pixels,iou,status
0,13426,0,0,13426,0.000000,present_in_gt_not_predicted
1,148307,49693,35488,162512,0.218372,present
2,67818,46362,38574,75606,0.510198,present
3,13923779,13827447,12829124,14922102,0.859740,present
4,23519044,24171222,22695869,24994397,0.908038,present
5,71845,19374,13101,78118,0.167708,present
6,137257,126958,105169,159046,0.661249,present
7,4845315,4390967,4056516,5179766,0.783147,present
8,302346,314823,249648,367521,0.679275,present
9,40505,7780,5989,42296,0.141597,present
10,911811,905155,870674,946292,0.920090,present
11,4148624,4258396,3822186,4584834,0.833659,present
12,928096,959081,836372,1050805,0.795935,present
13,6629909,6720011,6052937,7296983,0.829512,present
14,1118808,1146500,1072994,1192314,0.899926,present
15,436338,336257,229826,542769,0.423432,present
16,22,0,0,22,0.000000,present_in_gt_not_predicted
17,4249,2206,1745,4710,0.370488,present
18,338489,335135,251753,421871,0.596754,present
19,2815384,2820118,2263900,3371602,0.671461,present
20,3615,0,0,3615,0.000000,present_in_gt_not_predicted
21,53749,31419,20355,64813,0.314057,present
22,85408,87362,70199,102571,0.684394,present
23,286740,277877,254028,310589,0.817891,present
24,35676,32417,22546,45547,0.495005,present
