metric,value
best_epoch,10
val_loss,0.247822
val_pixel_accuracy,0.918903
val_mean_iou,0.522873

class_id,gt_pixels,pred_pixels,tp_pixels,union_pixels,iou,status
0,13426,0,0,13426,0.000000,present_in_gt_not_predicted
1,148307,46705,40074,154938,0.258645,present
2,67818,58713,44053,82478,0.534118,present
3,13923779,14215501,13054451,15084829,0.865403,present
4,23519044,23793737,22522024,24790757,0.908485,present
5,71845,1116,1116,71845,0.015533,present
6,137257,144923,111763,170417,0.655821,present
7,4845315,4606023,4165764,5285574,0.788138,present
8,302346,331989,258673,375662,0.688579,present
9,40505,11690,8536,43659,0.195515,present
10,911811,913914,873903,951822,0.918137,present
11,4148624,4132652,3778884,4502392,0.839306,present
12,928096,891948,804812,1015232,0.792737,present
13,6629909,6719734,6072376,7277267,0.834431,present
14,1118808,1102812,1056019,1165601,0.905987,present
15,436338,278891,214065,501164,0.427136,present
16,22,0,0,22,0.000000,present_in_gt_not_predicted
17,4249,0,0,4249,0.000000,present_in_gt_not_predicted
18,338489,326923,246142,419270,0.587073,present
19,2815384,2861629,2319666,3357347,0.690922,present
20,3615,0,0,3615,0.000000,present_in_gt_not_predicted
21,53749,26265,17165,62849,0.273115,present
22,85408,86634,68324,103718,0.658748,present
23,286740,284792,252486,319046,0.791378,present
24,35676,29969,20141,45504,0.442620,present
