metric,value
best_epoch,10
val_loss,0.228396
val_pixel_accuracy,0.919142
val_mean_iou,0.570506

class_id,gt_pixels,pred_pixels,tp_pixels,union_pixels,iou,status
0,13426,0,0,13426,0.000000,present_in_gt_not_predicted
1,148307,53605,40186,161726,0.248482,present
2,67818,59069,47059,79828,0.589505,present
3,13923779,13862058,12853119,14932718,0.860735,present
4,23519044,23962189,22625991,24855242,0.910311,present
5,71845,31626,21949,81522,0.269240,present
6,137257,126256,107554,155959,0.689630,present
7,4845315,4492953,4123215,5215053,0.790637,present
8,302346,305531,254355,353522,0.719488,present
9,40505,11454,9910,42049,0.235677,present
10,911811,911075,878261,944625,0.929746,present
11,4148624,4185731,3805693,4528662,0.840357,present
12,928096,937566,835827,1029835,0.811613,present
13,6629909,6589213,6015306,7203816,0.835017,present
14,1118808,1147636,1077518,1188926,0.906295,present
15,436338,362702,254977,544063,0.468653,present
16,22,0,0,22,0.000000,present_in_gt_not_predicted
17,4249,2771,2051,4969,0.412759,present
18,338489,359927,267542,430874,0.620929,present
19,2815384,3033809,2348860,3500333,0.671039,present
20,3615,0,0,3615,0.000000,present_in_gt_not_predicted
21,53749,32986,24089,62646,0.384526,present
22,85408,89637,71938,103107,0.697702,present
23,286740,273558,254897,305401,0.834631,present
24,35676,35208,24726,46158,0.535682,present
