metric,value
best_epoch,10
val_loss,0.227345
val_pixel_accuracy,0.919629
val_mean_iou,0.573077

class_id,gt_pixels,pred_pixels,tp_pixels,union_pixels,iou,status
0,13426,0,0,13426,0.000000,present_in_gt_not_predicted
1,148307,55261,41381,162187,0.255144,present
2,67818,58766,46981,79603,0.590191,present
3,13923779,13917653,12894715,14946717,0.862712,present
4,23519044,23952169,22619703,24851510,0.910194,present
5,71845,32490,22490,81845,0.274788,present
6,137257,126211,107732,155736,0.691760,present
7,4845315,4482338,4116824,5210829,0.790052,present
8,302346,304471,254843,351974,0.724039,present
9,40505,11441,9921,42025,0.236074,present
10,911811,911204,879205,943810,0.931549,present
11,4148624,4192123,3810053,4530694,0.840942,present
12,928096,935695,835325,1028466,0.812205,present
13,6629909,6582136,6012116,7199929,0.835024,present
14,1118808,1150574,1078726,1190656,0.905993,present
15,436338,362328,255726,542940,0.471002,present
16,22,0,0,22,0.000000,present_in_gt_not_predicted
17,4249,2860,2138,4971,0.430095,present
18,338489,367370,270139,435720,0.619983,present
19,2815384,2990946,2340330,3466000,0.675225,present
20,3615,0,0,3615,0.000000,present_in_gt_not_predicted
21,53749,33025,24610,62164,0.395888,present
22,85408,89670,72065,103013,0.699572,present
23,286740,272868,254933,304675,0.836738,present
24,35676,34961,24702,45935,0.537760,present
