metric,value
best_epoch,10
val_loss,0.345997
val_pixel_accuracy,0.921381
val_mean_iou,0.428793

class_id,gt_pixels,pred_pixels,tp_pixels,union_pixels,iou,status
0,13426,0,0,13426,0.000000,present_in_gt_not_predicted
1,148307,0,0,148307,0.000000,present_in_gt_not_predicted
2,67818,123,117,67824,0.001725,present
3,13923779,14065276,12982252,15006803,0.865091,present
4,23519044,23811305,22711551,24618798,0.922529,present
5,71845,0,0,71845,0.000000,present_in_gt_not_predicted
6,137257,217,37,137437,0.000269,present
7,4845315,4844836,4403302,5286849,0.832878,present
8,302346,286279,247314,341311,0.724600,present
9,40505,0,0,40505,0.000000,present_in_gt_not_predicted
10,911811,914808,875598,951021,0.920693,present
11,4148624,4270200,3800505,4618319,0.822920,present
12,928096,962184,847264,1043016,0.812321,present
13,6629909,6762113,6098390,7293632,0.836125,present
14,1118808,1135303,1072685,1181426,0.907958,present
15,436338,367975,235052,569261,0.412907,present
16,22,0,0,22,0.000000,present_in_gt_not_predicted
17,4249,0,0,4249,0.000000,present_in_gt_not_predicted
18,338489,321398,246809,413078,0.597488,present
19,2815384,2801258,2270743,3345899,0.678665,present
20,3615,0,0,3615,0.000000,present_in_gt_not_predicted
21,53749,0,0,53749,0.000000,present_in_gt_not_predicted
22,85408,61798,57481,89725,0.640635,present
23,286740,261116,231873,315983,0.733815,present
24,35676,371,329,35718,0.009211,present
