metric,value
best_epoch,10
val_loss,0.225044
val_pixel_accuracy,0.920839
val_mean_iou,0.576680

class_id,gt_pixels,pred_pixels,tp_pixels,union_pixels,iou,status
0,13426,0,0,13426,0.000000,present_in_gt_not_predicted
1,148307,53082,42288,159101,0.265793,present
2,67818,55938,45558,78198,0.582598,present
3,13923779,13955950,12930369,14949360,0.864945,present
4,23519044,24004785,22655938,24867891,0.911052,present
5,71845,35078,24014,82909,0.289643,present
6,137257,124778,108591,153444,0.707691,present
7,4845315,4448860,4100968,5193207,0.789679,present
8,302346,307258,258055,351549,0.734051,present
9,40505,15794,10901,45398,0.240121,present
10,911811,909572,879379,942004,0.933519,present
11,4148624,4133457,3784349,4497732,0.841391,present
12,928096,928644,833742,1022998,0.814999,present
13,6629909,6700953,6067888,7262974,0.835455,present
14,1118808,1136462,1072606,1182664,0.906941,present
15,436338,318905,240203,515040,0.466377,present
16,22,0,0,22,0.000000,present_in_gt_not_predicted
17,4249,3062,2186,5125,0.426537,present
18,338489,378299,275972,440816,0.626048,present
19,2815384,2925235,2337624,3402995,0.686931,present
20,3615,0,0,3615,0.000000,present_in_gt_not_predicted
21,53749,35056,25844,62961,0.410476,present
22,85408,88208,71799,101817,0.705177,present
23,286740,275003,256291,305452,0.839055,present
24,35676,32181,23752,44105,0.538533,present
