metric,value
best_epoch,9
val_loss,0.238095
val_pixel_accuracy,0.921389
val_mean_iou,0.545826

class_id,gt_pixels,pred_pixels,tp_pixels,union_pixels,iou,status
0,13426,0,0,13426,0.000000,present_in_gt_not_predicted
1,148307,48961,41096,156172,0.263146,present
2,67818,42959,37610,73167,0.514030,present
3,13923779,14028939,12998488,14954230,0.869218,present
4,23519044,23881267,22604359,24795952,0.911615,present
5,71845,18840,15896,74789,0.212545,present
6,137257,136290,109694,163853,0.669466,present
7,4845315,4566315,4151842,5259788,0.789355,present
8,302346,313284,256391,359239,0.713706,present
9,40505,16246,13579,43172,0.314533,present
10,911811,928377,880425,959763,0.917336,present
11,4148624,4175005,3790331,4533298,0.836109,present
12,928096,936526,835008,1029614,0.810991,present
13,6629909,6753717,6123164,7260462,0.843357,present
14,1118808,1106538,1057305,1168041,0.905195,present
15,436338,367645,257199,546784,0.470385,present
16,22,0,0,22,0.000000,present_in_gt_not_predicted
17,4249,0,0,4249,0.000000,present_in_gt_not_predicted
18,338489,347430,258833,427086,0.606044,present
19,2815384,2751680,2287661,3279403,0.697585,present
20,3615,0,0,3615,0.000000,present_in_gt_not_predicted
21,53749,50950,27540,77159,0.356925,present
22,85408,93975,72654,106729,0.680733,present
23,286740,266152,238913,313979,0.760920,present
24,35676,35464,23791,47349,0.502460,present
