metric,value
best_epoch,10
val_loss,0.277349
val_pixel_accuracy,0.921970
val_mean_iou,0.489975

class_id,gt_pixels,pred_pixels,tp_pixels,union_pixels,iou,status
0,13426,0,0,13426,0.000000,present_in_gt_not_predicted
1,148307,69962,29802,188467,0.158128,present
2,67818,65891,36266,97443,0.372177,present
3,13923779,14109641,13002290,15031130,0.865024,present
4,23519044,23671626,22592409,24598261,0.918456,present
5,71845,0,0,71845,0.000000,present_in_gt_not_predicted
6,137257,117703,104357,150603,0.692928,present
7,4845315,4789535,4385578,5249272,0.835464,present
8,302346,302306,261036,343616,0.759674,present
9,40505,28,8,40525,0.000197,present
10,911811,947646,887302,972155,0.912717,present
11,4148624,3924872,3658725,4414771,0.828746,present
12,928096,879511,818006,989601,0.826602,present
13,6629909,7090857,6191868,7528898,0.822414,present
14,1118808,1108867,1056726,1170949,0.902453,present
15,436338,314025,229903,520460,0.441730,present
16,22,0,0,22,0.000000,present_in_gt_not_predicted
17,4249,0,0,4249,0.000000,present_in_gt_not_predicted
18,338489,342715,261388,419816,0.622625,present
19,2815384,2756046,2284526,3286904,0.695039,present
20,3615,0,0,3615,0.000000,present_in_gt_not_predicted
21,53749,8929,4534,58144,0.077979,present
22,85408,79570,66685,98293,0.678431,present
23,286740,282958,242188,327510,0.739483,present
24,35676,3872,3566,35982,0.099105,present
