metric,value
best_epoch,9
val_loss,0.231365
val_pixel_accuracy,0.922570
val_mean_iou,0.557504

class_id,gt_pixels,pred_pixels,tp_pixels,union_pixels,iou,status
0,13426,0,0,13426,0.000000,present_in_gt_not_predicted
1,148307,56996,44901,160402,0.279928,present
2,67818,44714,37666,74866,0.503112,present
3,13923779,13979464,12957734,14945509,0.866999,present
4,23519044,23759385,22571941,24706488,0.913604,present
5,71845,33982,24658,81169,0.303786,present
6,137257,127566,106949,157874,0.677433,present
7,4845315,4659452,4206549,5298218,0.793955,present
8,302346,312018,259770,354594,0.732584,present
9,40505,24489,16284,48710,0.334305,present
10,911811,926881,883182,955510,0.924304,present
11,4148624,4250589,3835729,4563484,0.840526,present
12,928096,932419,839326,1021189,0.821911,present
13,6629909,6797957,6141680,7286186,0.842921,present
14,1118808,1112690,1062217,1169281,0.908436,present
15,436338,351275,258266,529347,0.487895,present
16,22,0,0,22,0.000000,present_in_gt_not_predicted
17,4249,0,0,4249,0.000000,present_in_gt_not_predicted
18,338489,346433,262129,422793,0.619994,present
19,2815384,2720578,2279361,3256601,0.699920,present
20,3615,0,0,3615,0.000000,present_in_gt_not_predicted
21,53749,39138,23571,69316,0.340051,present
22,85408,88834,72775,101467,0.717228,present
23,286740,266139,244069,308810,0.790353,present
24,35676,35561,24930,46307,0.538364,present
