1,0.983328
2,0.564460
3,0.465244
4,0.410820
5,0.378045
6,0.349238
7,0.333391
8,0.315766
9,0.303430
10,0.287994
11,0.277537
12,0.266572
13,0.258655
14,0.250593
15,0.242328
16,0.233199
17,0.223849
18,0.223130
19,0.214445
20,0.209352
21,0.203331
22,0.200703
23,0.199547
24,0.190536
25,0.187301
26,0.183616
27,0.180740
28,0.177146
29,0.172159
30,0.170982
