1,0.542645
2,0.317552
3,0.279404
4,0.258067
5,0.245878
6,0.233475
7,0.223154
8,0.213745
9,0.206479
10,0.196072
11,0.189556
12,0.185219
13,0.180993
14,0.172607
15,0.170330
16,0.166949
17,0.167777
18,0.168606
19,0.155573
20,0.157083
21,0.153303
22,0.148855
23,0.147506
24,0.149210
25,0.146249
26,0.144261
27,0.139283
28,0.136482
29,0.135064
30,0.136741
