metric,value
best_epoch,10
val_loss,0.262179
val_pixel_accuracy,0.915759
val_mean_iou,0.492402

class_id,gt_pixels,pred_pixels,tp_pixels,union_pixels,iou,status
0,13426,0,0,13426,0.000000,present_in_gt_not_predicted
1,148307,22596,20536,150367,0.136573,present
2,67818,57297,39988,85127,0.469745,present
3,13923779,14179559,13000426,15102912,0.860789,present
4,23519044,23881062,22541407,24858699,0.906781,present
5,71845,0,0,71845,0.000000,present_in_gt_not_predicted
6,137257,139676,105861,171072,0.618810,present
7,4845315,4619620,4166872,5298063,0.786490,present
8,302346,314072,244134,372284,0.655774,present
9,40505,102,102,40505,0.002518,present
10,911811,918870,869519,961162,0.904654,present
11,4148624,4094976,3746556,4497044,0.833115,present
12,928096,905157,803507,1029746,0.780296,present
13,6629909,6722203,6044702,7307410,0.827202,present
14,1118808,1116677,1058810,1176675,0.899832,present
15,436338,269412,200021,505729,0.395510,present
16,22,0,0,22,0.000000,present_in_gt_not_predicted
17,4249,0,0,4249,0.000000,present_in_gt_not_predicted
18,338489,332814,245935,425368,0.578170,present
19,2815384,2870217,2303254,3382347,0.680963,present
20,3615,0,0,3615,0.000000,present_in_gt_not_predicted
21,53749,19194,12789,60154,0.212604,present
22,85408,92993,70355,108046,0.651158,present
23,286740,289418,249917,326241,0.766050,present
24,35676,20645,14385,41936,0.343023,present
