metric,value
best_epoch,10
val_loss,0.368489
val_pixel_accuracy,0.921281
val_mean_iou,0.426542

class_id,gt_pixels,pred_pixels,tp_pixels,union_pixels,iou,status
0,13426,0,0,13426,0.000000,present_in_gt_not_predicted
1,148307,0,0,148307,0.000000,present_in_gt_not_predicted
2,67818,0,0,67818,0.000000,present_in_gt_not_predicted
3,13923779,13971933,12964158,14931554,0.868239,present
4,23519044,23789215,22698714,24609545,0.922354,present
5,71845,0,0,71845,0.000000,present_in_gt_not_predicted
6,137257,0,0,137257,0.000000,present_in_gt_not_predicted
7,4845315,4804340,4388717,5260938,0.834208,present
8,302346,278534,243767,337113,0.723102,present
9,40505,0,0,40505,0.000000,present_in_gt_not_predicted
10,911811,942000,887624,966187,0.918688,present
11,4148624,4233796,3782097,4600323,0.822137,present
12,928096,954876,842874,1040098,0.810379,present
13,6629909,6950744,6161538,7419115,0.830495,present
14,1118808,1139831,1072994,1185645,0.904988,present
15,436338,314916,199539,551715,0.361670,present
16,22,0,0,22,0.000000,present_in_gt_not_predicted
17,4249,0,0,4249,0.000000,present_in_gt_not_predicted
18,338489,335430,251824,422095,0.596605,present
19,2815384,2824948,2288287,3352045,0.682654,present
20,3615,0,0,3615,0.000000,present_in_gt_not_predicted
21,53749,0,0,53749,0.000000,present_in_gt_not_predicted
22,85408,60725,56944,89189,0.638464,present
23,286740,265170,236035,315875,0.747242,present
24,35676,102,83,35695,0.002325,present
