metric,value
best_epoch,10
val_loss,0.294170
val_pixel_accuracy,0.915124
val_mean_iou,0.483894

class_id,gt_pixels,pred_pixels,tp_pixels,union_pixels,iou,status
0,13426,0,0,13426,0.000000,present_in_gt_not_predicted
1,148307,42450,18248,172509,0.105780,present
2,67818,56832,36240,88410,0.409908,present
3,13923779,13786265,12794475,14915569,0.857793,present
4,23519044,23241830,22272176,24488698,0.909488,present
5,71845,0,0,71845,0.000000,present_in_gt_not_predicted
6,137257,104407,95826,145838,0.657072,present
7,4845315,4786463,4398163,5233615,0.840368,present
8,302346,325823,257426,370743,0.694352,present
9,40505,3557,1092,42970,0.025413,present
10,911811,920071,880803,951079,0.926109,present
11,4148624,4086730,3712352,4523002,0.820772,present
12,928096,1004602,865544,1067154,0.811077,present
13,6629909,7303163,6191021,7742051,0.799662,present
14,1118808,1253449,1093509,1278748,0.855140,present
15,436338,421102,266479,590961,0.450925,present
16,22,0,0,22,0.000000,present_in_gt_not_predicted
17,4249,0,0,4249,0.000000,present_in_gt_not_predicted
18,338489,365576,266339,437726,0.608461,present
19,2815384,2835773,2255310,3395847,0.664138,present
20,3615,0,0,3615,0.000000,present_in_gt_not_predicted
21,53749,9768,5983,57534,0.103991,present
22,85408,60651,54529,91530,0.595750,present
23,286740,247869,226498,308111,0.735118,present
24,35676,10179,8454,37401,0.226037,present
