metric,value
best_epoch,9
val_loss,0.233210
val_pixel_accuracy,0.922166
val_mean_iou,0.554624

class_id,gt_pixels,pred_pixels,tp_pixels,union_pixels,iou,status
0,13426,0,0,13426,0.000000,present_in_gt_not_predicted
1,148307,50307,43677,154937,0.281902,present
2,67818,40131,35334,72615,0.486594,present
3,13923779,13972736,12965911,14930604,0.868412,present
4,23519044,23751934,22548403,24722575,0.912057,present
5,71845,27827,21637,78035,0.277273,present
6,137257,131324,109825,158756,0.691785,present
7,4845315,4720842,4228049,5338108,0.792050,present
8,302346,310180,258623,353903,0.730774,present
9,40505,23071,15054,48522,0.310251,present
10,911811,927587,883835,955563,0.924936,present
11,4148624,4171004,3802512,4517116,0.841801,present
12,928096,928032,834834,1021294,0.817428,present
13,6629909,6770429,6132968,7267370,0.843905,present
14,1118808,1109453,1060615,1167646,0.908336,present
15,436338,349029,253753,531614,0.477326,present
16,22,0,0,22,0.000000,present_in_gt_not_predicted
17,4249,0,0,4249,0.000000,present_in_gt_not_predicted
18,338489,331916,254500,415905,0.611919,present
19,2815384,2808046,2308822,3314608,0.696560,present
20,3615,0,0,3615,0.000000,present_in_gt_not_predicted
21,53749,49979,27286,76442,0.356950,present
22,85408,82703,69985,98126,0.713216,present
23,286740,275316,249234,312822,0.796728,present
24,35676,34714,24245,46145,0.525409,present
