metric,value
best_epoch,10
val_loss,0.276327
val_pixel_accuracy,0.923250
val_mean_iou,0.491328

class_id,gt_pixels,pred_pixels,tp_pixels,union_pixels,iou,status
0,13426,0,0,13426,0.000000,present_in_gt_not_predicted
1,148307,19349,5955,161701,0.036827,present
2,67818,61695,34629,94884,0.364961,present
3,13923779,13865320,12916368,14872731,0.868460,present
4,23519044,23777355,22635608,24660791,0.917878,present
5,71845,0,0,71845,0.000000,present_in_gt_not_predicted
6,137257,111576,101061,147772,0.683898,present
7,4845315,4839684,4417761,5267238,0.838724,present
8,302346,313971,261006,355311,0.734585,present
9,40505,3658,1399,42764,0.032714,present
10,911811,918139,877922,952028,0.922160,present
11,4148624,4119901,3769348,4499177,0.837786,present
12,928096,950155,848874,1029377,0.824648,present
13,6629909,6974651,6148454,7456106,0.824620,present
14,1118808,1116856,1065336,1170328,0.910288,present
15,436338,383243,250074,569507,0.439106,present
16,22,0,0,22,0.000000,present_in_gt_not_predicted
17,4249,0,0,4249,0.000000,present_in_gt_not_predicted
18,338489,345876,263490,420875,0.626053,present
19,2815384,2701170,2274273,3242281,0.701442,present
20,3615,0,0,3615,0.000000,present_in_gt_not_predicted
21,53749,2559,2075,54233,0.038261,present
22,85408,71554,65052,91910,0.707779,present
23,286740,281138,249251,318627,0.782266,present
24,35676,8710,7110,37276,0.190739,present
