metric,value
best_epoch,10
val_loss,0.305136
val_pixel_accuracy,0.922535
val_mean_iou,0.453261

class_id,gt_pixels,pred_pixels,tp_pixels,union_pixels,iou,status
0,13426,0,0,13426,0.000000,present_in_gt_not_predicted
1,148307,135,40,148402,0.000270,present
2,67818,4220,2427,69611,0.034865,present
3,13923779,13980542,12963708,14940613,0.867682,present
4,23519044,23735338,22643378,24611004,0.920051,present
5,71845,0,0,71845,0.000000,present_in_gt_not_predicted
6,137257,77352,73001,141608,0.515515,present
7,4845315,4849815,4413284,5281846,0.835557,present
8,302346,311448,261280,352514,0.741190,present
9,40505,1,1,40505,0.000025,present
10,911811,923710,880823,954698,0.922620,present
11,4148624,4236882,3825728,4559778,0.839016,present
12,928096,929772,838856,1019012,0.823205,present
13,6629909,6779880,6068688,7341101,0.826673,present
14,1118808,1131522,1074097,1176233,0.913167,present
15,436338,399804,235802,600340,0.392781,present
16,22,0,0,22,0.000000,present_in_gt_not_predicted
17,4249,0,0,4249,0.000000,present_in_gt_not_predicted
18,338489,344357,258281,424565,0.608343,present
19,2815384,2840975,2316170,3340189,0.693425,present
20,3615,0,0,3615,0.000000,present_in_gt_not_predicted
21,53749,143,141,53751,0.002623,present
22,85408,61387,55518,91277,0.608236,present
23,286740,259275,240332,305683,0.786213,present
24,35676,2,2,35676,0.000056,present
