metric,value
best_epoch,9
val_loss,0.237824
val_pixel_accuracy,0.921220
val_mean_iou,0.545060

class_id,gt_pixels,pred_pixels,tp_pixels,union_pixels,iou,status
0,13426,0,0,13426,0.000000,present_in_gt_not_predicted
1,148307,50284,42592,155999,0.273027,present
2,67818,43812,36975,74655,0.495278,present
3,13923779,13975798,12970651,14928926,0.868827,present
4,23519044,23874148,22590584,24802608,0.910815,present
5,71845,18529,16220,74154,0.218734,present
6,137257,137802,110997,164062,0.676555,present
7,4845315,4587720,4159188,5273847,0.788644,present
8,302346,318992,259226,362112,0.715872,present
9,40505,17196,12349,45352,0.272292,present
10,911811,933016,882436,962391,0.916920,present
11,4148624,4223048,3821423,4550249,0.839827,present
12,928096,932951,831730,1029317,0.808041,present
13,6629909,6761377,6119365,7271921,0.841506,present
14,1118808,1116168,1062038,1172938,0.905451,present
15,436338,362547,253832,545053,0.465702,present
16,22,0,0,22,0.000000,present_in_gt_not_predicted
17,4249,0,0,4249,0.000000,present_in_gt_not_predicted
18,338489,354802,262477,430814,0.609258,present
19,2815384,2736021,2279738,3271667,0.696812,present
20,3615,0,0,3615,0.000000,present_in_gt_not_predicted
21,53749,38029,23953,67825,0.353159,present
22,85408,84385,69606,100187,0.694761,present
23,286740,266396,243377,309759,0.785698,present
24,35676,33539,22741,46474,0.489327,present
