epoch,train_loss,val_loss,val_pixel_accuracy,val_mean_iou,is_best
1,0.9535689186793329,0.42473874518880933,0.8918412671917059,0.3474534371244104,1
2,0.411202898924192,0.31917416844842894,0.9055839364012029,0.4091978938078125,1
3,0.32059768002628075,0.28405193946403257,0.9108831516024563,0.4438811475909982,1
4,0.27285530217237414,0.2655461255265437,0.9146943904830501,0.46154429312416007,1
5,0.24147903057417777,0.2539174509200883,0.9168325924777087,0.4987941465135697,1
6,0.2197727717724757,0.25821285288715745,0.9152688438446333,0.5047755287652822,1
7,0.20124660402275849,0.24482329005267706,0.918159774431149,0.5173053763793868,1
8,0.1826116329443559,0.245742879477035,0.9179326053583445,0.517072248985793,0
9,0.16832732763479602,0.2378241929800963,0.9212200919519684,0.5450603127339864,1
10,0.1611240013942834,0.24374936761718097,0.91968297534804,0.5422785326399271,0
