metric,value
best_epoch,10
val_loss,0.271443
val_pixel_accuracy,0.908716
val_mean_iou,0.473232

class_id,gt_pixels,pred_pixels,tp_pixels,union_pixels,iou,status
0,13426,0,0,13426,0.000000,present_in_gt_not_predicted
1,148307,26973,20287,154993,0.130890,present
2,67818,18602,15802,70618,0.223767,present
3,13923779,14118466,12846595,15195650,0.845413,present
4,23519044,24201789,22654546,25066287,0.903785,present
5,71845,3068,2307,72606,0.031774,present
6,137257,122997,95181,165073,0.576599,present
7,4845315,4401539,4043294,5203560,0.777025,present
8,302346,301090,229019,374417,0.611668,present
9,40505,355,339,40521,0.008366,present
10,911811,917989,862804,966996,0.892252,present
11,4148624,4272481,3793277,4627828,0.819667,present
12,928096,973109,821197,1080008,0.760362,present
13,6629909,6881425,6073563,7437771,0.816584,present
14,1118808,1145031,1060696,1203143,0.881604,present
15,436338,262986,180747,518577,0.348544,present
16,22,0,0,22,0.000000,present_in_gt_not_predicted
17,4249,0,0,4249,0.000000,present_in_gt_not_predicted
18,338489,324453,238048,424894,0.560253,present
19,2815384,2482684,2031563,3266505,0.621938,present
20,3615,0,0,3615,0.000000,present_in_gt_not_predicted
21,53749,20933,13465,61217,0.219955,present
22,85408,86526,67385,104549,0.644530,present
23,286740,278535,242730,322545,0.752546,present
24,35676,25529,17589,43616,0.403269,present
