metric,value
best_epoch,10
val_loss,0.278249
val_pixel_accuracy,0.912681
val_mean_iou,0.458704

class_id,gt_pixels,pred_pixels,tp_pixels,union_pixels,iou,status
0,13426,0,0,13426,0.000000,present_in_gt_not_predicted
1,148307,1,0,148308,0.000000,present_but_no_true_positive
2,67818,44500,35183,77135,0.456122,present
3,13923779,14317178,13015439,15225518,0.854844,present
4,23519044,24034594,22589740,24963898,0.904896,present
5,71845,0,0,71845,0.000000,present_in_gt_not_predicted
6,137257,139590,101152,175695,0.575725,present
7,4845315,4616730,4156318,5305727,0.783364,present
8,302346,308897,232489,378754,0.613826,present
9,40505,0,0,40505,0.000000,present_in_gt_not_predicted
10,911811,912646,863241,961216,0.898072,present
11,4148624,4058782,3714950,4492456,0.826931,present
12,928096,901502,797085,1032513,0.771985,present
13,6629909,6691001,6018039,7302871,0.824065,present
14,1118808,1118978,1053603,1184183,0.889730,present
15,436338,244001,177704,502635,0.353545,present
16,22,0,0,22,0.000000,present_in_gt_not_predicted
17,4249,0,0,4249,0.000000,present_in_gt_not_predicted
18,338489,316481,238147,416823,0.571338,present
19,2815384,2775275,2238889,3351770,0.667972,present
20,3615,0,0,3615,0.000000,present_in_gt_not_predicted
21,53749,8288,5824,56213,0.103606,present
22,85408,90691,67305,108794,0.618646,present
23,286740,287424,246616,327548,0.752916,present
24,35676,1,1,35676,0.000028,present
