epoch,train_loss,val_loss,val_pixel_accuracy,val_mean_iou,is_best
1,0.7272877763523379,0.34323609332537747,0.8985015417332605,0.3880078984176293,1
2,0.33603759862547683,0.2772682716676396,0.9113120570638459,0.43709793634630884,1
3,0.2746895643273054,0.2594858756537072,0.9140724233470727,0.48441344805317116,1
4,0.24091311589775266,0.24785313307035658,0.9174148333666302,0.5039580241880848,1
5,0.2193448615298627,0.24701480354868066,0.9165332819860363,0.5161642047646025,1
6,0.2035316713279578,0.24855645069122956,0.9154124859364485,0.5275329211708822,1
7,0.18537239994911356,0.2337902963442244,0.9210618112802826,0.5473323588822528,1
8,0.17181088649633353,0.2392347013805949,0.9190544200296518,0.5342307491616942,0
9,0.15524811413397144,0.23095456208948492,0.9224093492387281,0.5638044109598213,1
10,0.14714063192444032,0.2362436634534782,0.922941217640688,0.5618192890314051,0
