metric,value
best_epoch,10
val_loss,0.227579
val_pixel_accuracy,0.919476
val_mean_iou,0.574521

class_id,gt_pixels,pred_pixels,tp_pixels,union_pixels,iou,status
0,13426,0,0,13426,0.000000,present_in_gt_not_predicted
1,148307,57604,42656,163255,0.261284,present
2,67818,55697,46486,77029,0.603487,present
3,13923779,13893529,12879003,14938305,0.862146,present
4,23519044,24000320,22640643,24878721,0.910040,present
5,71845,33534,23410,81969,0.285596,present
6,137257,127729,109089,155897,0.699750,present
7,4845315,4445529,4097597,5193247,0.789024,present
8,302346,305734,255489,352591,0.724604,present
9,40505,11820,10289,42036,0.244766,present
10,911811,912562,879781,944592,0.931387,present
11,4148624,4203564,3816659,4535529,0.841503,present
12,928096,930032,832861,1025267,0.812336,present
13,6629909,6573948,6006017,7197840,0.834419,present
14,1118808,1146856,1077239,1188425,0.906443,present
15,436338,351594,250975,536957,0.467402,present
16,22,0,0,22,0.000000,present_in_gt_not_predicted
17,4249,2703,2072,4880,0.424590,present
18,338489,371007,271838,437658,0.621120,present
19,2815384,3012626,2347126,3480884,0.674290,present
20,3615,0,0,3615,0.000000,present_in_gt_not_predicted
21,53749,35050,25131,63668,0.394719,present
22,85408,87344,71246,101506,0.701890,present
23,286740,273742,255441,305041,0.837399,present
24,35676,34036,24292,45420,0.534830,present
