metric,value
best_epoch,10
val_loss,0.227059
val_pixel_accuracy,0.920041
val_mean_iou,0.575667

class_id,gt_pixels,pred_pixels,tp_pixels,union_pixels,iou,status
0,13426,0,0,13426,0.000000,present_in_gt_not_predicted
1,148307,55603,43021,160889,0.267396,present
2,67818,54048,44809,77057,0.581505,present
3,13923779,14046405,12966866,15003318,0.864267,present
4,23519044,23922319,22601958,24839405,0.909923,present
5,71845,35089,23937,82997,0.288408,present
6,137257,126561,109153,154665,0.705738,present
7,4845315,4471083,4112681,5203717,0.790335,present
8,302346,307498,257481,352363,0.730727,present
9,40505,15976,10734,45747,0.234638,present
10,911811,912223,879880,944154,0.931924,present
11,4148624,4141827,3787798,4502653,0.841237,present
12,928096,927909,833217,1022788,0.814653,present
13,6629909,6606765,6017404,7219270,0.833520,present
14,1118808,1139295,1074023,1184080,0.907053,present
15,436338,327118,242957,520499,0.466777,present
16,22,0,0,22,0.000000,present_in_gt_not_predicted
17,4249,2930,2171,5008,0.433506,present
18,338489,384364,276718,446135,0.620256,present
19,2815384,2954743,2336258,3433869,0.680357,present
20,3615,0,0,3615,0.000000,present_in_gt_not_predicted
21,53749,36901,26332,64318,0.409403,present
22,85408,88825,71991,102242,0.704124,present
23,286740,275806,256153,306393,0.836028,present
24,35676,33272,24174,44774,0.539912,present
