epoch,train_loss,val_loss,val_pixel_accuracy,val_mean_iou,is_best
1,0.7997178259758478,0.43064919535276225,0.874747825406923,0.342233444129322,1
2,0.41970961730834533,0.34501311203031165,0.8918407250220811,0.3885240585136673,1
3,0.354086539732504,0.30927261810443923,0.8997188275466858,0.4292403993818548,1
4,0.3190464296534146,0.28824014089309674,0.9044507361677743,0.4590876538202389,1
5,0.3013933089529819,0.2738521723214582,0.9082103703577137,0.4767920370268856,1
6,0.285494746471221,0.26965169233557035,0.9090979677510935,0.48586553141942757,1
7,0.2731157364705784,0.25966157656900013,0.9118395716794246,0.5027214065022805,1
8,0.2629206221057171,0.25532398606533957,0.9131966222503786,0.5182683880603112,1
9,0.2546626214481635,0.25070411055116926,0.9137918587809135,0.5316633329374791,1
10,0.24710681615616542,0.2416158959690687,0.9161943602529862,0.5390671822980712,1
